PacketSeqNo,ArrivalTime,MulticastIdx
1138,517.03619504,0
1139,517.075958014,0
1140,517.112123966,0
1141,517.152090073,0
1142,517.188196898,0
1143,517.232198954,0
1144,517.288214922,0
1145,517.33234787,0
1146,517.37261796,0
1147,517.416287899,0
1148,517.449146986,0
1149,517.512295008,2
1150,517.544184923,2
1151,517.580236912,2
1152,517.620117903,2
1153,517.659987926,2
1154,517.712044954,2
1155,517.764698029,2
1156,517.804146051,2
1157,517.840272903,2
1158,517.888114929,2
1159,517.932241917,2
1160,517.96427393,2
1161,518.000025034,2
1162,518.050009966,2
1163,518.083925009,2
1164,518.128294945,2
1165,518.16812706,2
1166,518.224161863,2
1167,518.271981955,2
1168,518.311784983,2
1169,518.352169037,2
1170,518.388156891,2
1171,518.444180965,2
1172,518.484699011,2
1173,518.536618948,0
1174,518.584099054,0
1175,518.620158911,0
1176,518.664010048,0
1177,518.70392704,0
1178,518.753362894,0
1179,518.80812788,0
1180,518.847912073,0
1181,518.887917995,0
1182,518.940685987,0
1183,518.976036072,0
1184,519.008138895,0
1185,519.052079916,0
1186,519.087977886,0
1187,519.120065928,0
1188,519.163817883,0
1189,519.207828045,0
1190,519.252907038,0
1191,519.284301996,0
1192,519.336068869,0
1193,519.384176016,0
1194,519.424017906,0
1195,519.47199297,0
1196,519.51357007,0
1197,519.572129965,0
1198,519.633260012,2
1199,519.663967848,2
1200,519.712481976,2
1201,519.760192871,2
1202,519.792150021,2
1203,519.828216076,2
1204,519.871983051,2
1205,519.920314074,2
1206,519.964210987,2
1207,520.000163078,2
1208,520.032294989,2
1209,520.084465981,2
1210,520.124266863,2
1211,520.16012907,2
1212,520.208498955,2
1213,520.248106003,2
1214,520.303936005,2
1215,520.351996899,2
1216,520.392390013,2
1217,520.435992002,2
1218,520.500223875,2
1219,520.539923906,2
1220,520.580849886,2
1221,520.636991978,2
1222,520.697646856,2
1223,520.748308897,2
1224,520.811845064,2
1225,520.851732016,2
1226,520.915796041,0
1227,520.960357904,0
1228,521.000094891,0
1229,521.044188023,0
1230,521.09573698,0
1231,521.128129005,0
1232,521.164165974,0
1233,521.220197916,0
1234,521.255840063,0
1235,521.291749001,0
1236,521.328414917,0
1237,521.360336065,0
1238,521.428024054,0
1239,521.475906849,0
1240,521.524116039,0
1241,521.580056906,0
1242,521.626883984,0
1243,521.676224947,0
1244,521.721771955,0
1245,521.760552883,0
1246,521.79229188,0
1247,521.840293884,0
1248,521.880008936,0
1249,521.912006855,0
1250,521.95216608,0
1251,521.983981848,0
1252,522.020181894,0
1253,522.084478855,2
1254,522.124533892,2
1255,522.176362991,2
1256,522.216295958,2
1257,522.24908185,2
1258,522.280148029,2
1259,522.324217081,2
1260,522.356214046,2
1261,522.419965029,2
1262,522.466140985,2
1263,522.522395849,2
1264,522.560046911,2
1265,522.600118876,2
1266,522.648079872,2
1267,522.701081038,2
1268,522.76046896,2
1269,522.808089972,2
1270,522.84820199,2
1271,522.888257027,2
1272,522.94068408,2
1273,522.980175972,2
1274,523.024441004,2
1275,523.072478056,2
1276,523.152375937,2
1277,523.196291924,2
1278,523.248308897,0
1279,523.28438592,0
1280,523.337226868,0
1281,523.376852989,0
1282,523.432239056,0
1283,523.473074913,0
1284,523.512807846,0
1285,523.572072983,0
1286,523.608068943,0
1287,523.640496969,0
1288,523.675946951,0
1289,523.75209403,0
1290,523.789373875,0
1291,523.828130007,0
1292,523.872218847,0
1293,523.920238972,0
1294,523.968419075,0
1295,524.008113861,0
1296,524.060175896,0
1297,524.104291916,0
1298,524.136112928,0
1299,524.184406996,0
1300,524.228750944,0
1301,524.261107922,0
1302,524.316185951,0
1303,524.356046915,0
1304,524.408968925,0
1305,524.452296019,0
1306,524.516923904,0
1307,524.576320887,2
1308,524.627548933,2
1309,524.664105892,2
1310,524.700934887,2
1311,524.746528864,2
1312,524.820374012,2
1313,524.872204065,2
1314,524.916182995,2
1315,524.952105999,2
1316,524.996341944,2
1317,525.048696041,2
1318,525.104212999,2
1319,525.14429903,2
1320,525.188068867,2
1321,525.228266001,2
1322,525.280452013,2
1323,525.340148926,2
1324,525.388361931,2
1325,525.443896055,2
1326,525.508417845,2
1327,525.563940048,2
1328,525.624083042,2
1329,525.684252024,2
1330,525.760069847,2
1331,525.835983992,2
1332,525.87646699,2
1333,525.940104961,2
1334,525.984184027,2
1335,526.040292978,0
1336,526.100960016,0
1337,526.156105995,0
1338,526.199954987,0
1339,526.252213001,0
1340,526.308410883,0
1341,526.344336987,0
1342,526.392200947,0
