Packet Index,Arrival Time,GeneratingTime,FlowDelay,MulticastIdx,GWDelay,UEDelay,Protocol
100.0,20.7877590656,4.03802013397,16.7515969276,2.0,5000.0,250.0,3GPP
101.0,20.8003680706,4.03508400917,16.7671420574,0.0,5000.0,250.0,3GPP
102.0,20.8019249439,4.0323240757,16.7714588642,0.0,5000.0,250.0,3GPP
103.0,20.8027091026,4.02951312065,16.775053978,0.0,5000.0,250.0,3GPP
104.0,20.803467989,4.02668714523,16.7786388398,0.0,5000.0,250.0,3GPP
105.0,20.8046679497,4.02353811264,16.7829878331,0.0,5000.0,250.0,3GPP
106.0,20.807404995,4.02026700974,16.7889959813,0.0,5000.0,250.0,3GPP
107.0,20.808371067,4.01703500748,16.7931940555,0.0,5000.0,250.0,3GPP
108.0,20.8153789043,4.01406407356,16.8031728267,0.0,5000.0,250.0,3GPP
109.0,20.8158290386,4.01115107536,16.8065359592,0.0,5000.0,250.0,3GPP
110.0,20.8162410259,4.00815916061,16.8099398613,0.0,5000.0,250.0,3GPP
111.0,20.8166520595,4.0055410862,16.8129689693,0.0,5000.0,250.0,3GPP
112.0,20.8179059028,4.00266504288,16.8170988559,0.0,5000.0,250.0,3GPP
113.0,20.8254220486,3.99970507622,16.8275749684,0.0,5000.0,250.0,3GPP
114.0,20.8259980678,3.99605107307,16.8318049907,0.0,5000.0,250.0,3GPP
115.0,20.8282279968,3.99318003654,16.8369059563,0.0,5000.0,250.0,3GPP
116.0,20.8303630352,3.99004006386,16.8421809673,0.0,5000.0,250.0,3GPP
117.0,20.8340959549,3.98726916313,16.8486847878,0.0,5000.0,250.0,3GPP
118.0,20.8365111351,3.98451399803,16.8538551331,0.0,5000.0,250.0,3GPP
119.0,20.8379878998,3.98145198822,16.8583939076,0.0,5000.0,250.0,3GPP
120.0,20.8401069641,3.97850418091,16.8634607792,0.0,5000.0,250.0,3GPP
121.0,20.8470640182,3.97571802139,16.8732039928,0.0,5000.0,250.0,3GPP
122.0,20.8475711346,3.97252416611,16.8769049645,0.0,5000.0,250.0,3GPP
123.0,20.8490860462,3.96968698502,16.8812570572,0.0,5000.0,250.0,3GPP
124.0,20.854886055,3.96685409546,16.8898899555,0.0,5000.0,250.0,3GPP
125.0,20.8603620529,3.96377301216,16.8984470367,0.0,5000.0,250.0,3GPP
126.0,20.8690240383,3.96073412895,16.9101479053,0.0,5000.0,250.0,3GPP
127.0,20.8733239174,3.95769309998,16.9174888134,0.0,5000.0,250.0,3GPP
128.0,20.8788061142,3.95450615883,16.9261579514,0.0,5000.0,250.0,3GPP
129.0,20.8842759132,3.95151805878,16.9346158504,0.0,5000.0,250.0,3GPP
130.0,20.9020149708,3.94852018356,16.9553527832,0.0,5000.0,250.0,3GPP
131.0,20.9051890373,3.91711497307,16.9899320602,0.0,5000.0,250.0,3GPP
132.0,20.9102089405,3.91445302963,16.9976139069,0.0,5000.0,250.0,3GPP
133.0,20.9116799831,3.91162705421,17.0019109249,0.0,5000.0,250.0,3GPP
134.0,20.9172739982,3.90854001045,17.0105919838,0.0,5000.0,250.0,3GPP
135.0,20.930243969,3.90559101105,17.026510954,0.0,5000.0,250.0,3GPP
136.0,20.9306800365,3.90256118774,17.0299768448,0.0,5000.0,250.0,3GPP
137.0,20.9380450249,3.89980697632,17.0400960446,0.0,5000.0,250.0,3GPP
138.0,20.9442000389,3.89689517021,17.0491628647,0.0,5000.0,250.0,3GPP
139.0,20.9487020969,3.89317202568,17.0573880672,0.0,5000.0,250.0,3GPP
140.0,20.953056097,3.89017009735,17.0647439956,0.0,5000.0,250.0,3GPP
141.0,20.9574301243,3.88722610474,17.0720620156,0.0,5000.0,250.0,3GPP
142.0,20.9622769356,3.88422703743,17.0799078942,0.0,5000.0,250.0,3GPP
143.0,20.9670600891,3.88137507439,17.0875430107,0.0,5000.0,250.0,3GPP
144.0,20.9712610245,3.87849211693,17.0946269036,0.0,5000.0,250.0,3GPP
145.0,20.9755110741,15.123595953,5.8537731171,0.0,5000.0,250.0,3GPP
146.0,21.0463781357,15.2263069153,5.8219292164,0.0,5000.0,250.0,3GPP
147.0,21.1547319889,15.3295309544,5.8270590305,0.0,5000.0,250.0,3GPP
148.0,21.2516191006,15.4324350357,5.8210420609,0.0,5000.0,250.0,3GPP
149.0,21.3511860371,15.5347299576,5.8183140755,0.0,5000.0,250.0,3GPP
150.0,21.4540081024,15.6381590366,5.8177070618,0.0,5000.0,250.0,3GPP
151.0,21.5584070682,15.7417938709,5.8184711933,0.0,5000.0,250.0,3GPP
152.0,21.6592950821,15.8436849117,5.8174681664,2.0,5000.0,250.0,3GPP
153.0,21.7617540359,15.9460608959,5.817551136,2.0,5000.0,250.0,3GPP
154.0,21.8642821312,16.049421072,5.8167190552,2.0,5000.0,250.0,3GPP
155.0,21.9673879146,16.1516768932,5.8175690174,2.0,5000.0,250.0,3GPP
156.0,22.0711140632,16.2542328835,5.8187391757,2.0,5000.0,250.0,3GPP
157.0,22.1735460758,16.3572440147,5.8181600571,2.0,5000.0,250.0,3GPP
158.0,22.2757179737,16.460299015,5.8172769547,2.0,5000.0,250.0,3GPP
159.0,22.3790609836,16.5631420612,5.8177769184,2.0,5000.0,250.0,3GPP
160.0,22.4834570885,16.667183876,5.8181312085,2.0,5000.0,250.0,3GPP
161.0,22.5865471363,16.770428896,5.8179762363,2.0,5000.0,250.0,3GPP
162.0,22.6895160675,16.8725049496,5.8188691139,2.0,5000.0,250.0,3GPP
163.0,22.7909929752,16.9746358395,5.8182151317,2.0,5000.0,250.0,3GPP
164.0,22.8922579288,17.0771529675,5.8169629573,2.0,5000.0,250.0,3GPP
165.0,22.9945390224,17.179197073,5.8171999454,2.0,5000.0,250.0,3GPP
166.0,23.0966899395,17.2818250656,5.8167228699,2.0,5000.0,250.0,3GPP
167.0,23.2001199722,17.3839118481,5.8180661201,2.0,5000.0,250.0,3GPP
168.0,23.3023610115,17.486593008,5.8176259995,2.0,5000.0,250.0,3GPP
169.0,23.407556057,17.5903129578,5.8191010952,2.0,5000.0,250.0,3GPP
170.0,23.50918293,17.6929788589,5.8180620671,2.0,5000.0,250.0,3GPP
171.0,23.6121339798,17.7957408428,5.818251133,2.0,5000.0,250.0,3GPP
172.0,23.7151560783,17.899160862,5.8178532123,2.0,5000.0,250.0,3GPP
173.0,23.8168020248,18.0014519691,5.8172080517,2.0,5000.0,250.0,3GPP
174.0,23.9206769466,18.1043879986,5.818146944,2.0,5000.0,250.0,3GPP
175.0,24.0228569507,18.2072198391,5.8174951076,2.0,5000.0,250.0,3GPP
176.0,24.1259160042,18.3092589378,5.8185150624,2.0,5000.0,250.0,3GPP
177.0,24.2298130989,18.4119949341,5.8196761608,2.0,5000.0,250.0,3GPP
178.0,24.3309490681,18.5154390335,5.8173680306,2.0,5000.0,250.0,3GPP
179.0,24.4337990284,18.6177690029,5.8178880215,2.0,5000.0,250.0,3GPP
180.0,24.5351428985,18.7200870514,5.8169138431,2.0,5000.0,250.0,3GPP
181.0,24.63864398,18.8224320412,5.8180699348,2.0,5000.0,250.0,3GPP
182.0,24.7417850494,18.9253799915,5.8182630539,2.0,5000.0,250.0,3GPP
183.0,24.8452479839,19.0282518864,5.8188540935,2.0,5000.0,250.0,3GPP
184.0,24.9458379745,19.1306509972,5.8170449733,2.0,5000.0,250.0,3GPP
185.0,25.0497140884,19.2330009937,5.8185710907,2.0,5000.0,250.0,3GPP
186.0,25.1516449451,19.335958004,5.8175449371,2.0,5000.0,250.0,3GPP
187.0,25.2547399998,19.4385740757,5.8180239201,2.0,5000.0,250.0,3GPP
188.0,25.3572809696,19.5416219234,5.8175170422,2.0,5000.0,250.0,3GPP
189.0,25.4600539207,19.6440680027,5.817843914,2.0,5000.0,250.0,3GPP
190.0,25.5622110367,19.7464630604,5.8176059723,2.0,5000.0,250.0,3GPP
191.0,25.6655669212,19.8503160477,5.8171088695,2.0,5000.0,250.0,3GPP
192.0,25.7676010132,19.952931881,5.8165271282,2.0,5000.0,250.0,3GPP
193.0,25.8749949932,20.0577600002,5.819092989,2.0,5000.0,250.0,3GPP
194.0,25.9752860069,20.1598808765,5.8172631264,2.0,5000.0,250.0,3GPP
195.0,26.0772130489,20.2615618706,5.8175091743,2.0,5000.0,250.0,3GPP
196.0,26.1840081215,20.3687160015,5.817150116,2.0,5000.0,250.0,3GPP
197.0,26.2882521152,20.4716959,5.8184142112,2.0,5000.0,250.0,3GPP
198.0,26.390100956,20.573652029,5.818306923,2.0,5000.0,250.0,3GPP
199.0,26.4921751022,20.6755418777,5.8184912205,2.0,5000.0,250.0,3GPP
200.0,26.592952013,20.7775480747,5.8172619343,2.0,5000.0,250.0,3GPP
201.0,26.6956460476,20.8800799847,5.8174240589,2.0,5000.0,250.0,3GPP
202.0,26.7977979183,20.9824118614,5.8172440529,2.0,5000.0,250.0,3GPP
203.0,26.9002239704,21.0845339298,5.8175480366,2.0,5000.0,250.0,3GPP
204.0,27.0019829273,21.1867158413,5.817125082,2.0,5000.0,250.0,3GPP
205.0,27.1040999889,21.289000988,5.8169569969,2.0,5000.0,250.0,3GPP
206.0,27.2074999809,21.391425848,5.8179321289,2.0,5000.0,250.0,3GPP
207.0,27.3093979359,21.4935078621,5.8177480698,0.0,5000.0,250.0,3GPP
208.0,27.4115180969,21.5960810184,5.8172950745,0.0,5000.0,250.0,3GPP
209.0,27.5154399872,21.6988098621,5.8184881211,0.0,5000.0,250.0,3GPP
210.0,27.6165649891,21.8015270233,5.8168959618,0.0,5000.0,250.0,3GPP
211.0,27.7181510925,21.9035189152,5.8164901733,0.0,5000.0,250.0,3GPP
212.0,27.8211591244,22.0064580441,5.8165590763,0.0,5000.0,250.0,3GPP
213.0,27.9259040356,22.1084518433,5.8193101883,0.0,5000.0,250.0,3GPP
214.0,28.0264940262,22.210641861,5.8177101612,0.0,5000.0,250.0,3GPP
215.0,28.1286559105,22.3128209114,5.8176929951,0.0,5000.0,250.0,3GPP
216.0,28.2295060158,22.4148540497,5.8165099621,0.0,5000.0,250.0,3GPP
217.0,28.3320720196,22.5168368816,5.817093134,0.0,5000.0,250.0,3GPP
218.0,28.4332439899,22.6187300682,5.8163719177,0.0,5000.0,250.0,3GPP
219.0,28.5378520489,22.7212729454,5.8184370995,0.0,5000.0,250.0,3GPP
220.0,28.6395709514,22.8237059116,5.8177230358,0.0,5000.0,250.0,3GPP
221.0,28.7407779693,22.9259090424,5.8167269229,0.0,5000.0,250.0,3GPP
222.0,28.8428769112,23.0279119015,5.8168230057,0.0,5000.0,250.0,3GPP
223.0,28.9472930431,23.1317670345,5.8173840046,0.0,5000.0,250.0,3GPP
224.0,29.0490899086,23.2340149879,5.8169329167,0.0,5000.0,250.0,3GPP
225.0,29.1522510052,23.3365550041,5.8175539971,0.0,5000.0,250.0,3GPP
226.0,29.2534301281,23.4386498928,5.8166382313,0.0,5000.0,250.0,3GPP
227.0,29.3556580543,23.5403859615,5.8171300888,0.0,5000.0,250.0,3GPP
228.0,29.4576740265,23.6422948837,5.8172371388,0.0,5000.0,250.0,3GPP
229.0,29.5602259636,23.7447459698,5.8173379898,0.0,5000.0,250.0,3GPP
230.0,29.661511898,23.8469290733,5.8164408207,0.0,5000.0,250.0,3GPP
231.0,29.7645080089,23.94906497,5.8173010349,0.0,5000.0,250.0,3GPP
232.0,29.8661220074,24.0512650013,5.8167150021,0.0,5000.0,250.0,3GPP
233.0,29.9708690643,24.153799057,5.8189280033,0.0,5000.0,250.0,3GPP
234.0,30.07188797,24.2562189102,5.8175270558,0.0,5000.0,250.0,3GPP
235.0,30.1744520664,24.3581888676,5.8181211948,0.0,5000.0,250.0,3GPP
236.0,30.2757029533,24.46053195,5.8170289993,0.0,5000.0,250.0,3GPP
237.0,30.3783159256,24.5635490417,5.8166248799,0.0,5000.0,250.0,3GPP
238.0,30.4819381237,24.6659140587,5.817882061,0.0,5000.0,250.0,3GPP
239.0,30.5826990604,24.7679300308,5.8166270256,0.0,5000.0,250.0,3GPP
240.0,30.6867029667,24.869674921,5.8188860417,0.0,5000.0,250.0,3GPP
241.0,30.7864830494,24.9715418816,5.8167991638,0.0,5000.0,250.0,3GPP
242.0,30.8890800476,25.0734739304,5.8174641132,0.0,5000.0,250.0,3GPP
243.0,30.9908149242,25.1752109528,5.8174619674,0.0,5000.0,250.0,3GPP
244.0,31.0917499065,25.2770159245,5.816591978,0.0,5000.0,250.0,3GPP
245.0,31.1953129768,25.3788340092,5.8183369636,0.0,5000.0,250.0,3GPP
246.0,31.3032500744,25.4834098816,5.8216981888,0.0,5000.0,250.0,3GPP
247.0,31.4041819572,25.5885829926,5.8174569606,0.0,5000.0,250.0,3GPP
248.0,31.507242918,25.6903660297,5.8187348843,0.0,5000.0,250.0,3GPP
249.0,31.6086399555,25.7922079563,5.8182899952,0.0,5000.0,250.0,3GPP
250.0,31.7095429897,25.8943579197,5.817043066,0.0,5000.0,250.0,3GPP
251.0,31.811964035,25.9969010353,5.8169209957,0.0,5000.0,250.0,3GPP
